"trf","logFC","logCPM","LR","PValue","FDR","log2FC","isSg","miR"
"miR-669o-5p",0.215921712654513,1.935624914742,0.350190761061695,0.554005164727222,0.924464136150223,0.311476885464243,"N.S.","miR-669o-5p"
"let-7i-3p",0.15171135471464,3.16186851247193,0.348290953478921,0.555082177819457,0.924464136150223,0.218850525383184,"N.S.","let-7i-3p"
"miR-1191a",0.144739418613301,3.30097158100803,0.336798834137276,0.561682849463095,0.926336367493661,0.208793190639941,"N.S.","miR-1191a"
"miR-29b-2-5p",0.125352820356745,4.00519682441056,0.336748155645089,0.561712289297585,0.926336367493661,0.180827141415607,"N.S.","miR-29b-2-5p"
"miR-106b-3p",0.097734834619335,6.39151680816862,0.335782120066731,0.562274039657724,0.926336367493661,0.140986941583325,"N.S.","miR-106b-3p"
"miR-181c-3p",-0.141614899418694,3.35022776157473,0.330393607342897,0.565427409685123,0.928192665361241,-0.204285929673246,"N.S.","miR-181c-3p"
"miR-103-3p",0.0874889097221656,10.2886147157555,0.313435142476692,0.575579854970986,0.939204619416328,0.126206729179317,"N.S.","miR-103-3p"
"miR-1306-5p",-0.179000635282433,2.31976371188665,0.312357867076302,0.576236895318751,0.939204619416328,-0.258216553066636,"N.S.","miR-1306-5p"
"miR-582-3p",0.101054012842919,5.0583035328276,0.292550086877151,0.588590989980013,0.946399127212327,0.14577500704776,"N.S.","miR-582-3p"
"miR-320-3p",-0.0839646169546217,9.9464178084123,0.287663313670956,0.591721839572864,0.946399127212327,-0.121122776661512,"N.S.","miR-320-3p"
"miR-298-5p",0.0988258613710322,5.24246337268781,0.28485155853415,0.59353882212563,0.946399127212327,0.142560797266475,"N.S.","miR-298-5p"
"miR-28a-5p",0.0881691236595025,6.85273073322895,0.284214617100067,0.593952019626839,0.946399127212327,0.127187968703802,"N.S.","miR-28a-5p"
"miR-187-5p",-0.154696642775203,2.66883110253332,0.28169751055256,0.595590760700752,0.946399127212327,-0.223156939110114,"N.S.","miR-187-5p"
"miR-490-3p",0.0872180699438236,7.09735243229837,0.28140420540995,0.595782324455925,0.946399127212327,0.125816030487737,"N.S.","miR-490-3p"
"miR-434-3p",0.0826844963374188,10.1606322792628,0.279374720352997,0.59711134025492,0.946399127212327,0.119276144481899,"N.S.","miR-434-3p"
