"trf","logFC","logCPM","LR","PValue","FDR","log2FC","isSg","mir"
"mmu-miR-298-5p",0.306513849716152,5.31020164215668,0.339911472048842,0.559880326381762,0.852642370459067,0.442160161141379,"N.S.","mmu-miR-298-5p"
"mmu-miR-126a-3p",0.296147158726283,14.7724905586925,0.33063134402164,0.565287566127136,0.852642370459067,0.427205738159096,"N.S.","mmu-miR-126a-3p"
"mmu-miR-29b-2-5p",-0.313588696067973,3.5550864270886,0.329780623309915,0.565788293574149,0.852642370459067,-0.452365948598842,"N.S.","mmu-miR-29b-2-5p"
"mmu-miR-501-3p",0.295545424820672,7.43111005373767,0.325949418008513,0.568054008618121,0.852642370459067,0.426337709647771,"N.S.","mmu-miR-501-3p"
"mmu-miR-1964-3p",0.295519597710727,6.34183625402329,0.3230504167564,0.569780197310027,0.852642370459067,0.426300452867677,"N.S.","mmu-miR-1964-3p"
"mmu-miR-181d-5p",0.291252335371548,9.20748294490294,0.318985250228486,0.572218111455117,0.852642370459067,0.420144732970285,"N.S.","mmu-miR-181d-5p"
"mmu-miR-101b-3p",0.289493469841456,8.95363493261105,0.317338647446241,0.573211427052915,0.852642370459067,0.417607489491951,"N.S.","mmu-miR-101b-3p"
"mmu-miR-1839-3p",0.310093364609124,3.23153772111618,0.315944658726,0.574055009956067,0.852642370459067,0.447323774085298,"N.S.","mmu-miR-1839-3p"
"mmu-miR-191-3p",0.301258121185487,4.16196341784047,0.313084605700709,0.575793487692462,0.852642370459067,0.434578533830945,"N.S.","mmu-miR-191-3p"
"mmu-miR-376b-3p",-0.293499321443199,6.68575167828216,0.311139819483088,0.576981587431609,0.852642370459067,-0.423386112517877,"N.S.","mmu-miR-376b-3p"
"mmu-miR-27a-3p",0.286395045237836,13.117433689685,0.311068183362067,0.577025443930051,0.852642370459067,0.413137871158913,"N.S.","mmu-miR-27a-3p"
"mmu-miR-331-3p",0.30433844061731,3.48744553535613,0.310636024591719,0.577290157281863,0.852642370459067,0.439022034630675,"N.S.","mmu-miR-331-3p"
"mmu-miR-32-3p",-0.301334626278952,3.54394612299395,0.30704793619967,0.579497364552899,0.853096120276235,-0.434688895905892,"N.S.","mmu-miR-32-3p"
