,Ester_24h_CNT_F_S_S5_R1_001.flexbar_q.fastq,Ester_24h_CNT_F_S_S6_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_S_S17_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_S_S18_R1_001.flexbar_q.fastq,Ester_24h_LPS_F_S_S7_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_S_S19_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_S_S20_R1_001.flexbar_q.fastq,Ester_24h_PS_F_S_S8_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_S_S1_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_S_S2_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_S_S13_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_S_S14_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_S_S3_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_S_S4_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_S_S15_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_S_S16_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_S_S10_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_S_S9_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_S_S21_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_S_S22_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_S_S11_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_S_S12_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_S_S23_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_S_S24_R1_001.flexbar_q.fastq
tRF-16-59V3WDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-5DMKYUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0
tRF-16-5L8RPYE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76,0.0,7.71,0.0,6.31,0.0,0.0,0.0,0.0,0.0
tRF-16-5Y93W0E,0.0,0.0,2.83,0.0,0.0,4.78,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.31,0.0,5.79,0.0,0.0,0.0
tRF-16-628YR90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-66XMSL0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-68K87SB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92,0.0,0.0
tRF-16-6NMH49B,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-6RRNLID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0
tRF-16-6SJF090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-6VM8NPD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-6XQ6S8E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-70VR31E,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,5.02,0.0,0.0,0.0,1.32,0.0,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-73FJP4D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,0.0,0.0
tRF-16-73FJQ4D,25.39,2.6,8.48,0.0,41.87,14.34,7.0,15.58,5.02,37.33,8.34,32.44,3.97,4.41,0.0,9.87,20.55,7.18,18.94,13.46,10.14,26.26,31.04,0.0
tRF-16-73UKL40,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-73UKMY0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,0.0
tRF-16-74113KE,0.0,0.0,0.0,0.0,13.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-76D7LY0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-76DRMD0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-79KVPKE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-79MP9PD,0.0,2.6,0.0,0.0,0.0,4.78,0.0,0.0,5.02,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.56,0.0,0.0
tRF-16-7JV2Y8E,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.53,0.0,0.0,7.18,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-7P596VE,45.7,5.2,16.97,11.64,27.92,38.24,14.01,15.58,65.23,12.44,4.17,13.9,3.31,13.24,5.76,7.9,2.57,7.18,12.63,94.23,11.58,11.49,7.76,0.0
tRF-16-7PU9XWE,0.0,0.0,2.83,0.0,0.0,4.78,0.0,3.9,10.03,0.0,0.0,4.63,0.0,0.0,0.0,0.0,2.57,0.0,0.0,0.0,1.45,1.64,3.88,0.0
tRF-16-7S1RJ70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.31,0.0,0.0,0.0,0.0,0.0
tRF-16-7SDR690,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-7SDR9S0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-7SDRJH0,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-7SERM4E,25.39,0.0,14.14,0.0,0.0,14.34,3.5,0.0,5.02,12.44,0.0,0.0,0.0,0.0,17.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,0.0
tRF-16-7SFR060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-7SFRJ40,0.0,0.0,0.0,0.0,0.0,4.78,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-7SH7LY0,0.0,0.0,0.0,23.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-7SHRJFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-7SHRJFE,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-7SHRMFD,0.0,0.0,0.0,0.0,0.0,4.78,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-7SHRMFE,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-7SHRRNE,5.08,0.0,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-7SIR690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,0.0
tRF-16-7VRNL3D,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-7Z2R1H0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02,0.0,4.17,0.0,1.32,2.21,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-81JJ6R0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-83RPFV0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.31,0.0,0.0,0.0,0.0,0.0
tRF-16-88481DD,10.16,2.6,5.66,11.64,13.96,4.78,0.0,0.0,0.0,0.0,4.17,9.27,0.66,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-884U1DD,502.69,340.71,641.92,1653.24,753.73,449.27,346.74,222.08,185.64,531.98,537.69,699.69,111.83,216.19,743.65,173.72,331.41,351.71,486.1,780.73,224.43,315.11,640.25,1100.76
tRF-16-8871K9D,299.58,223.67,149.88,500.63,851.43,406.25,290.7,194.81,245.85,348.43,333.45,250.22,82.72,205.16,403.53,140.16,267.18,258.4,252.52,484.59,180.99,251.1,333.71,828.29
tRF-16-887I6MD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,0.0
tRF-16-88FYREE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02,0.0,0.0,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-88HPDEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-8B8SOU0,0.0,0.0,0.0,11.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,0.0,0.0,0.0,0.0,2.57,0.0,0.0,0.0,0.0,0.0,3.88,0.0
tRF-16-8BR9M3E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-8BWS72B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-8HWVZ5B,0.0,0.0,0.0,11.64,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,1.64,3.88,10.9
tRF-16-8KWFS9D,0.0,0.0,0.0,11.64,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-8NWE6W0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,0.0,0.0,0.0,1.45,0.0,3.88,0.0
tRF-16-8P4U1DD,0.0,0.0,0.0,11.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0
tRF-16-8PLML3E,0.0,0.0,0.0,0.0,41.87,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,5.76,0.0,2.57,0.0,0.0,0.0,0.0,3.28,0.0,0.0
tRF-16-8R6546D,5.08,2.6,0.0,0.0,55.83,14.34,28.02,7.79,0.0,12.44,4.17,9.27,0.66,0.0,23.06,1.97,7.71,0.0,25.25,13.46,2.9,3.28,0.0,21.8
tRF-16-8RPY8HD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-8S68L5D,20.31,10.4,11.31,11.64,83.75,4.78,10.51,19.48,25.09,31.11,33.35,18.53,13.23,15.44,5.76,9.87,23.12,21.53,6.31,40.38,1.45,26.26,11.64,21.8
tRF-16-8SPOL5D,15.23,7.8,11.31,23.29,0.0,4.78,7.0,15.58,15.05,6.22,4.17,4.63,2.65,0.0,0.0,1.97,0.0,0.0,6.31,0.0,5.79,9.85,15.52,10.9
tRF-16-8SQ2SVD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-8W6ZFY0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,0.0
tRF-16-8WI26W0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-8Y3DUVD,106.63,20.81,16.97,81.5,153.54,38.24,66.55,27.27,0.0,65.33,54.19,55.6,13.9,28.68,34.59,25.66,71.93,28.71,56.82,67.3,31.85,68.93,31.04,65.39
tRF-16-8Z1MQ8E,10.16,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,6.22,0.0,0.0,0.66,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,0.0,0.0
tRF-16-93F91S0,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-93Q01MD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9
tRF-16-94V4SMB,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.33,0.0,0.0,0.66,0.0,0.0,0.0,10.28,0.0,0.0,0.0,0.0,0.0,7.76,10.9
tRF-16-96L85DE,0.0,0.0,0.0,0.0,0.0,4.78,7.0,7.79,15.05,3.11,8.34,23.17,1.32,0.0,0.0,0.0,0.0,0.0,12.63,0.0,0.0,6.56,0.0,0.0
tRF-16-983FPDD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-9D5HLY0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-9ED3E8D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0
tRF-16-9EDJSYB,0.0,13.0,2.83,0.0,0.0,4.78,21.01,7.79,10.03,37.33,0.0,13.9,7.28,22.06,0.0,7.9,7.71,0.0,12.63,0.0,7.24,19.69,11.64,65.39
tRF-16-9H93WBE,5.08,0.0,0.0,23.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.46,0.0,0.0,3.88,0.0
tRF-16-9L1HW3D,0.0,0.0,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1.64,0.0,0.0
tRF-16-9L5F82D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-9L5H4VE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,9.27,0.66,0.0,5.76,0.0,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-9L5HLVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-9L5HMVE,0.0,7.8,0.0,0.0,13.96,0.0,7.0,11.69,0.0,0.0,4.17,4.63,0.0,2.21,0.0,0.0,0.0,21.53,0.0,0.0,1.45,1.64,0.0,0.0
tRF-16-9LONNVD,0.0,0.0,0.0,0.0,27.92,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,5.76,0.0,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-9LQ4PU0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,13.46,0.0,0.0,0.0,0.0
tRF-16-9LQHWUD,10.16,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,4.63,0.0,0.0,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76,0.0
tRF-16-9N1E8J0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02,0.0,4.17,0.0,0.66,0.0,0.0,0.0,0.0,7.18,6.31,0.0,0.0,1.64,0.0,0.0
tRF-16-9N1EWJ0,685.48,288.7,356.31,1373.82,544.36,430.15,385.27,471.43,301.04,731.09,533.52,403.13,153.52,416.93,536.12,426.4,197.82,358.89,416.66,673.05,178.09,622.01,438.48,457.74
tRF-16-9N1QKSD,0.0,7.8,11.31,0.0,27.92,9.56,10.51,11.69,5.02,6.22,16.67,4.63,2.65,0.0,0.0,1.97,10.28,0.0,0.0,13.46,8.69,8.21,0.0,0.0
tRF-16-9NDJ58B,0.0,2.6,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.11,0.0,4.63,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,2.9,1.64,3.88,0.0
tRF-16-9NDJ78B,5.08,2.6,2.83,0.0,0.0,0.0,14.01,3.9,0.0,12.44,8.34,9.27,0.0,0.0,5.76,0.0,0.0,0.0,31.57,13.46,1.45,1.64,3.88,32.7
tRF-16-9NDJI8B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0
tRF-16-9NF5W80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.05,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,0.0,0.0
tRF-16-9NH5SYD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1.64,0.0,0.0
tRF-16-9PW4PU0,0.0,0.0,0.0,0.0,13.96,0.0,0.0,7.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.46,0.0,0.0,0.0,0.0
tRF-16-9Q5JK80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22,0.0,0.0,0.0,0.0,0.0,0.0,2.57,0.0,0.0,0.0,1.45,0.0,0.0,0.0
tRF-16-B11KWHB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-B6R3LU0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-BK87R90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-BKZ3R90,0.0,0.0,0.0,23.29,0.0,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-BM32LJD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-BMEMR3D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-BMM3PRD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-BMW36DD,10.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-BMW3RDD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-BS68BFD,15.23,10.4,11.31,23.29,0.0,14.34,7.0,27.27,15.05,21.78,29.18,27.8,5.96,4.41,11.53,5.92,0.0,14.36,31.57,13.46,8.69,11.49,15.52,10.9
tRF-16-BS6PBFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-D3987SB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-D7M461E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-D7M4O1E,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-D7OKW4B,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-D81H93E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,16.67,4.63,0.0,0.0,0.0,1.97,2.57,0.0,0.0,0.0,0.0,0.0,7.76,0.0
tRF-16-D8V0L90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-D9Z1X6D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-DF7UK80,0.0,0.0,0.0,0.0,27.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0
tRF-16-DJ58EVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-DJPPE6B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,0.0,0.0
tRF-16-DMEMR3D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-DNN34SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-DNN34SE,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.33,0.0,0.0,0.66,0.0,11.53,0.0,0.0,0.0,0.0,0.0,7.24,0.0,0.0,0.0
tRF-16-DR3J09D,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-DR3JH9D,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-16-DRFU8U0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
