Trfs,Ester_24h_CNT_F_S_S5_R1_001.flexbar_q.fastq,Ester_24h_CNT_F_S_S6_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_S_S17_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_S_S18_R1_001.flexbar_q.fastq,Ester_24h_LPS_F_S_S7_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_S_S19_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_S_S20_R1_001.flexbar_q.fastq,Ester_24h_PS_F_S_S8_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_S_S1_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_S_S2_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_S_S13_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_S_S14_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_S_S3_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_S_S4_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_S_S15_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_S_S16_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_S_S10_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_S_S9_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_S_S21_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_S_S22_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_S_S11_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_S_S12_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_S_S23_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_S_S24_R1_001.flexbar_q.fastq,Pearson_correlation,p_values
tRF-29-18YKISQI451V,50.78,23.41,8.48,23.29,69.79,43.01,21.01,46.75,10.03,18.67,50.02,23.17,7.28,17.65,5.76,23.69,12.85,14.36,18.94,26.92,7.24,18.05,3.88,21.8,-0.22429406618815428,0.2920419056973971
tRF-29-34HWH3RXSIHM,385.9,52.02,206.43,279.42,265.2,186.4,129.59,159.74,195.68,251.99,104.2,208.52,73.45,94.86,213.29,349.41,164.42,93.31,56.82,255.76,134.66,251.1,147.45,207.07,-0.006662066082753854,0.9753530819754284
tRF-29-389MV47P59I8,45.7,5.2,31.11,23.29,27.92,14.34,35.02,50.65,65.23,31.11,12.5,69.51,34.41,24.27,34.59,71.07,33.4,57.42,18.94,13.46,49.23,18.05,19.4,21.8,-0.16530573483352834,0.44015510617949505
tRF-29-3JVIJMRPFQHX,335.13,70.22,203.6,384.2,865.39,415.81,147.1,253.25,185.64,342.21,391.81,213.15,98.6,202.95,363.18,339.54,292.87,244.04,246.21,323.06,207.05,454.61,291.02,250.67,0.06224540370884172,0.7726270534694464
tRF-29-3JVIJMRPFQIX,30.47,7.8,22.62,34.93,83.75,23.9,7.0,3.9,20.07,34.22,20.84,46.34,5.96,8.82,5.76,19.74,17.98,35.89,0.0,26.92,20.27,124.73,19.4,32.7,0.3780501688501604,0.06853557181704298
tRF-29-6RJ89O9NF5JP,116.79,0.0,11.31,0.0,0.0,57.35,3.5,0.0,45.16,56.0,4.17,0.0,5.29,0.0,46.12,100.68,41.1,7.18,0.0,13.46,146.24,13.13,19.4,10.9,0.19023976047140434,0.3732517124626644
tRF-29-79MP9P9NH52Q,340.2,44.21,104.63,11.64,125.62,391.91,35.02,50.65,471.63,348.43,112.54,60.24,84.7,59.56,80.71,1689.82,395.63,165.09,94.7,134.61,1292.99,190.38,182.37,185.28,0.20166236326894865,0.3446805368938237
tRF-29-86J8WPMN1EJ3,5458.49,361.52,7589.92,931.4,1074.76,1887.87,921.14,522.08,3823.23,7942.38,1037.87,583.85,2290.91,972.83,3695.18,6715.86,2499.67,1313.53,959.58,1063.41,4206.21,1422.9,3628.1,904.58,-0.045623337735272225,0.8323520658259713
tRF-29-86V8WPMN1EJ3,3579.75,184.66,4883.68,477.34,446.65,1314.34,535.87,374.03,2212.66,4719.39,475.17,366.06,1539.18,798.56,1988.83,4958.92,1675.01,1012.07,486.1,484.59,2678.66,851.77,2654.14,490.44,-0.026162746087979735,0.9034146939833789
tRF-29-94SX73V2Y81W,30.47,5.2,8.48,23.29,0.0,9.56,3.5,7.79,35.12,15.56,12.5,23.17,17.87,17.65,34.59,29.61,10.28,28.71,44.19,13.46,5.79,9.85,7.76,21.8,-0.30515915322062015,0.14705508134668183
tRF-29-IK9NJ4S2I71V,30.47,7.8,8.48,81.5,0.0,0.0,10.51,23.38,15.05,21.78,12.5,50.97,0.66,0.0,5.76,5.92,23.12,21.53,6.31,13.46,14.48,3.28,11.64,0.0,-0.2359595411807492,0.266991687681732
tRF-29-MUWLV47PU9J8,45.7,10.4,42.42,11.64,27.92,71.69,21.01,15.58,50.17,56.0,8.34,32.44,11.25,8.82,69.18,55.27,35.97,21.53,6.31,13.46,34.75,44.31,11.64,32.7,0.015812569738349602,0.9415400400024132
tRF-29-P4R8YP9LONHK,365.59,93.63,463.77,442.42,376.86,2886.78,665.46,249.35,1023.54,320.43,454.33,333.63,335.5,317.66,196.0,1105.49,321.13,78.96,265.15,134.61,764.5,323.31,411.31,207.07,-0.0021027325821028203,0.9922197137439521
tRF-29-PIR8YP9LONHK,10.16,5.2,14.14,0.0,13.96,62.13,17.51,19.48,40.14,9.33,33.35,18.53,15.88,4.41,5.76,92.78,15.41,0.0,6.31,0.0,39.09,6.56,11.64,0.0,-0.051519978006729625,0.811043585210498
tRF-29-PSQP4PW3FJF4,25.39,0.0,5.66,11.64,0.0,124.27,3.5,0.0,30.1,15.56,16.67,0.0,5.29,4.41,11.53,122.39,30.83,7.18,6.31,13.46,46.33,41.03,15.52,0.0,0.06984613268699962,0.7457074732052078
tRF-29-PSQP4PW3FJFL,685.48,23.41,73.52,58.21,69.79,2188.98,42.03,46.75,371.28,273.77,120.88,46.34,43.67,48.53,109.53,979.15,228.64,165.09,88.38,107.69,564.69,182.17,120.29,152.58,0.015669324213638883,0.9420687563890446
tRF-29-RRJ89O9NF5JP,553.47,18.21,203.6,0.0,69.79,305.88,35.02,27.27,230.8,737.31,87.53,60.24,48.31,30.88,196.0,653.42,336.54,179.44,31.57,201.91,576.27,103.39,225.06,54.49,0.04219363336958015,0.8447997745533008
tRF-29-XSXMSL73VLH3,147.25,2.6,16.97,0.0,69.79,124.27,10.51,31.17,60.21,140.0,12.5,27.8,9.93,37.5,51.88,65.15,30.83,35.89,18.94,67.3,30.41,3.28,31.04,54.49,-0.15020484125355354,0.48357867245732855
tRF-30-34HWH3RXSINH,66.01,7.8,25.45,58.21,83.75,47.79,28.02,46.75,40.14,49.78,45.85,41.7,21.18,11.03,17.29,61.2,43.67,93.31,25.25,80.77,44.89,85.34,34.92,21.8,0.042330639389949375,0.8443018153543554
tRF-30-389MV47P596V,30.47,2.6,0.0,23.29,41.87,14.34,17.51,0.0,30.1,12.44,0.0,27.8,9.26,6.62,23.06,9.87,30.83,7.18,18.94,0.0,10.14,9.85,3.88,32.7,-0.021547531093537603,0.9203943974946135
tRF-30-3JVIJMRPFQ5D,380.82,119.64,155.53,454.06,739.77,391.91,238.17,311.69,135.47,373.32,345.96,324.36,106.54,187.51,392.0,337.57,354.53,200.98,284.09,309.6,212.84,334.8,205.66,305.16,-0.06731906651927623,0.7546273092490245
tRF-30-3JVIJMRPFQRD,15.23,18.21,8.48,23.29,55.83,38.24,17.51,23.38,20.07,12.44,41.68,4.63,5.29,6.62,5.76,21.72,15.41,28.71,25.25,13.46,8.69,34.46,11.64,10.9,-0.0442968851702481,0.8371618022524805
tRF-30-6978WPRLXN48,15.23,5.2,28.28,0.0,0.0,33.46,14.01,11.69,15.05,6.22,12.5,32.44,15.88,19.85,5.76,55.27,25.69,21.53,6.31,26.92,55.02,11.49,19.4,0.0,0.09086672862286027,0.6728310846740155
tRF-30-6RJ89O9NF5W8,25.39,2.6,53.73,11.64,0.0,210.29,0.0,0.0,50.17,37.33,8.34,18.53,13.23,6.62,17.29,104.63,51.38,28.71,12.63,0.0,57.92,21.34,23.28,0.0,-0.02783530025900622,0.8972709912589665
tRF-30-86J8WPMN1E8Y,573.78,140.45,2310.34,325.99,600.19,1013.24,661.96,233.77,220.76,1032.85,525.19,333.63,1320.81,774.3,524.59,3958.05,1541.42,803.91,530.3,228.84,2571.51,848.49,1257.22,446.84,0.15865645954668064,0.4590138414467649
tRF-30-86V8WPMN1E8Y,309.74,88.43,1563.79,186.28,279.16,554.41,290.7,144.16,145.5,510.2,379.3,185.35,802.02,465.46,247.88,2672.92,996.79,631.64,290.4,255.76,1634.7,549.79,721.74,316.06,0.1436040775758792,0.503214604957396
tRF-30-897PVP941QKS,55.85,2.6,5.66,23.29,41.87,33.46,10.51,7.79,30.1,28.0,37.51,18.53,5.96,13.24,34.59,29.61,12.85,35.89,37.88,13.46,47.78,8.21,15.52,32.7,0.04928177864526859,0.8191172138715934
tRF-30-897PVP9N1QKS,25.39,5.2,33.93,0.0,0.0,38.24,3.5,7.79,15.05,9.33,20.84,0.0,9.93,6.62,11.53,55.27,35.97,28.71,0.0,0.0,46.33,14.77,15.52,0.0,0.0797681193864252,0.7110008359621129
tRF-30-FP18LPMBQ4NK,15.23,2.6,39.59,34.93,0.0,23.9,14.01,0.0,25.09,6.22,25.01,37.07,35.07,19.85,0.0,55.27,25.69,0.0,44.19,0.0,75.29,9.85,19.4,0.0,0.08074079074388205,0.7076270203411041
tRF-30-K84J83ML5FX2,20.31,2.6,39.59,23.29,13.96,28.68,21.01,23.38,5.02,6.22,137.55,23.17,21.18,4.41,11.53,19.74,46.24,21.53,25.25,0.0,34.75,21.34,42.68,10.9,0.025847433948381827,0.9045735263446091
tRF-30-KY7343RX6NMH,76.16,39.01,200.78,69.86,27.92,109.93,70.05,70.13,190.66,149.33,116.71,152.91,248.81,169.86,109.53,159.9,172.13,215.33,170.45,80.77,212.84,109.96,162.97,65.39,-0.010589688903528474,0.9608313311904377
tRF-30-MIF91SS2P46I,30.47,15.61,22.62,34.93,13.96,23.9,10.51,15.58,30.1,37.33,8.34,32.44,5.96,8.82,17.29,17.77,28.26,14.36,18.94,13.46,20.27,19.69,15.52,21.8,-0.07220009879183398,0.7374270253950929
tRF-30-MIF91SS2P4FI,20.31,10.4,33.93,81.5,83.75,9.56,7.0,27.27,80.28,24.89,66.69,46.34,13.23,13.24,34.59,47.38,41.1,7.18,12.63,67.3,23.17,34.46,50.44,65.39,0.0872353522051712,0.6852392584524795
tRF-30-N3R718YKISQI,55.85,7.8,22.62,34.93,0.0,14.34,7.0,23.38,40.14,37.33,8.34,37.07,16.54,19.85,5.76,31.59,38.54,35.89,6.31,107.69,20.27,19.69,31.04,76.29,0.09481398317436762,0.6594370095901817
tRF-30-P4R8YP9LON4V,5646.36,1987.06,9365.8,5646.63,5569.2,17884.62,8906.71,3518.19,9914.3,3683.42,6777.43,12270.11,7320.72,5157.56,3303.18,13333.02,6748.86,2555.29,3636.32,3311.39,13462.78,6540.09,7710.19,4849.87,0.16111104168958595,0.4520036026405796
tRF-30-PER8YP9LON4V,330.05,119.64,212.09,232.85,153.54,511.4,238.17,163.64,411.42,202.22,362.63,301.19,363.29,227.22,138.35,787.66,423.89,165.09,189.39,282.68,506.77,175.61,388.03,468.64,0.2204079495178511,0.30070212490370185
tRF-30-PIR8YP9LON4V,223.42,124.84,257.33,116.43,83.75,468.38,280.2,116.88,441.53,124.44,308.44,324.36,298.44,161.04,224.82,617.89,344.25,86.13,126.26,376.91,500.98,173.96,345.35,457.74,0.28639109433670507,0.17486172721413623
tRF-30-PNR8YO9LON4V,81.24,44.21,130.08,34.93,69.79,210.29,59.54,42.86,140.49,65.33,116.71,134.38,107.86,72.8,46.12,207.28,79.64,21.53,69.44,40.38,134.66,44.31,89.25,54.49,-0.04629572360819177,0.829916201225199
tRF-30-PS5P4PW3FJHP,5.08,0.0,16.97,11.64,13.96,66.91,17.51,11.69,40.14,12.44,8.34,0.0,12.57,4.41,11.53,19.74,7.71,35.89,12.63,13.46,13.03,13.13,0.0,0.0,-0.19546568048554114,0.36001519643065905
tRF-30-PSQP4PW3FJI0,1787.34,816.67,1241.42,617.05,949.14,4688.62,591.91,697.4,1294.48,933.3,2054.9,1098.19,1430.0,1138.28,668.71,4402.23,1394.99,746.49,915.39,619.2,2697.48,1273.55,1140.81,980.87,0.06694609067863336,0.7559464211522913
tRF-30-PW5SVP9N15WV,812.43,236.68,3679.02,500.63,725.81,2007.36,661.96,288.31,1705.9,905.3,1296.3,667.26,1827.04,769.88,547.65,8105.62,2273.6,552.69,536.61,498.05,4417.61,585.9,2572.65,643.02,0.1227967965994213,0.5675692336592095
tRF-30-Q1Q89P9L8422,20.31,7.8,16.97,11.64,0.0,28.68,17.51,0.0,15.05,49.78,33.35,9.27,44.34,19.85,5.76,45.4,12.85,14.36,6.31,13.46,56.47,16.41,31.04,0.0,0.1500012655060081,0.484178427925236
tRF-30-R8WP9N1EWJQ7,5.08,31.21,2.83,23.29,27.92,9.56,3.5,19.48,5.02,40.44,8.34,9.27,10.59,17.65,0.0,7.9,23.12,21.53,31.57,40.38,1.45,14.77,23.28,0.0,-0.23128213596231464,0.2768653233784841
tRF-30-R9J89O9NF5W8,1086.62,252.28,2610.09,593.77,739.77,4712.52,840.59,300.0,2242.76,1023.52,1337.98,810.9,1692.7,986.07,662.94,11882.06,2622.99,875.69,833.32,498.05,5648.34,1211.19,2716.22,1024.47,0.12767710575724814,0.5521521165713135
tRF-30-R9JP9PMNH5SY,96.48,10.4,48.07,23.29,13.96,28.68,17.51,15.58,30.1,108.89,20.84,27.8,14.56,8.82,28.82,150.03,20.55,0.0,6.31,26.92,47.78,14.77,27.16,0.0,-0.15458368140388298,0.47076945160661354
tRF-30-RK9P4P9L5HMV,35.54,20.81,79.18,81.5,111.66,47.79,77.05,42.86,10.03,37.33,58.35,37.07,59.56,68.39,69.18,94.76,46.24,28.71,63.13,80.77,60.81,50.88,85.37,43.59,0.08185545931287841,0.7037672291036745
tRF-30-RKVP4PRL5FZU,5.08,0.0,8.48,104.78,0.0,9.56,31.52,3.9,0.0,3.11,37.51,18.53,20.51,13.24,0.0,13.82,35.97,43.07,25.25,0.0,20.27,11.49,11.64,0.0,-0.15556011644665413,0.46793708921345345
tRF-30-RRJ89O9NF5W8,289.43,65.02,791.79,139.71,167.49,769.49,157.61,97.4,381.32,323.54,283.43,208.52,327.56,185.3,109.53,2124.12,680.79,279.93,290.4,40.38,1084.49,334.8,717.86,228.87,0.16650126865183762,0.43680877759371706
tRF-30-V47P596VW631,91.4,10.4,31.11,104.78,111.66,66.91,42.03,62.34,30.1,74.66,50.02,13.9,14.56,22.06,51.88,61.2,38.54,35.89,18.94,161.53,36.2,54.16,65.97,130.78,0.1882424119165656,0.37838372450489993
tRF-30-XSXMSL73VL4Y,126.94,2.6,65.04,0.0,13.96,138.6,7.0,11.69,15.05,121.33,50.02,0.0,19.85,13.24,34.59,142.13,38.54,0.0,0.0,0.0,65.16,16.41,23.28,10.9,-0.08187689348894943,0.7036930775889729
tRF-31-389MV47P596VE,147.25,72.82,73.52,197.92,97.71,62.13,101.57,81.82,250.87,174.22,129.21,245.59,41.69,13.24,80.71,92.78,223.51,244.04,88.38,269.22,85.43,96.83,77.61,108.99,-0.2722979457934363,0.19800468305738872
tRF-31-3IRW18V6XO59D,35.54,2.6,5.66,11.64,27.92,0.0,0.0,23.38,35.12,18.67,12.5,13.9,3.31,2.21,17.29,3.95,23.12,35.89,0.0,80.77,13.03,8.21,15.52,43.59,0.024996594910075127,0.907701459193037
tRF-31-3JVIJMRPFQ5DD,5.08,2.6,11.31,11.64,41.87,19.12,3.5,7.79,20.07,12.44,4.17,27.8,3.97,2.21,0.0,11.84,25.69,14.36,0.0,13.46,11.58,8.21,3.88,21.8,0.010690839269629375,0.9604574843861414
tRF-31-3JVIJMRPFQ5DE,96.48,41.61,79.18,197.92,55.83,66.91,42.03,89.61,120.42,77.78,129.21,115.84,28.45,26.47,40.35,96.73,118.18,57.42,88.38,94.23,55.02,119.81,93.13,174.38,0.2004514910790089,0.3476461219431237
tRF-31-3JVIJMRPFQRDE,76.16,23.41,31.11,81.5,153.54,38.24,17.51,23.38,65.23,59.11,58.35,41.7,11.91,26.47,57.65,53.3,92.49,21.53,94.7,53.84,39.09,52.52,38.8,32.7,-0.15554189022827442,0.4679898777876678
tRF-31-6978WPRLXN48E,111.71,46.82,130.08,34.93,41.87,124.27,115.58,35.07,115.4,40.44,133.38,97.31,112.49,154.42,121.06,319.8,169.56,71.78,44.19,80.77,266.42,31.18,194.02,108.99,0.22258245214404193,0.2958368393801714
tRF-31-6RJ89O9NF5W8B,15.23,5.2,22.62,23.29,69.79,4.78,7.0,15.58,10.03,21.78,12.5,0.0,11.25,6.62,0.0,39.48,7.71,14.36,6.31,0.0,17.38,9.85,15.52,10.9,0.011003676955144578,0.9593013031220079
tRF-31-6SXMSL73VL4YD,7596.18,1992.26,41549.43,4459.09,3643.01,18548.97,4031.31,1655.85,12779.22,9289.45,14142.57,4485.45,21528.71,8464.31,5274.72,74577.25,22530.45,5476.64,6483.5,3096.02,44137.0,5655.49,26285.26,4043.38,0.12379417332972711,0.5644029525888079
tRF-31-6XQ6S8V0JUO9E,10.16,2.6,8.48,58.21,97.71,4.78,0.0,3.9,35.12,15.56,12.5,32.44,3.31,6.62,11.53,11.84,25.69,7.18,0.0,26.92,2.9,18.05,31.04,65.39,0.18494318458323297,0.38694869669022414
tRF-31-79MP9P9MH57SD,15.23,7.8,16.97,0.0,0.0,33.46,21.01,0.0,5.02,3.11,25.01,18.53,27.79,22.06,17.29,35.53,33.4,14.36,6.31,0.0,41.99,18.05,3.88,0.0,0.025615878362545676,0.905424657877187
tRF-31-7EMQ18Y3E7QN0,5.08,20.81,11.31,34.93,0.0,23.9,7.0,7.79,15.05,12.44,25.01,27.8,15.22,6.62,11.53,21.72,38.54,7.18,12.63,13.46,37.65,8.21,27.16,32.7,0.31784256758376517,0.13014155541940003
tRF-31-86J8WPMN1E8Y0,538.23,234.08,3613.98,535.56,949.14,1548.54,938.65,518.18,762.64,936.41,1250.45,574.58,2410.02,1533.15,772.47,6346.71,2391.77,2153.33,921.71,646.13,4768.01,1836.48,2169.1,435.94,0.19714018002646944,0.3558326748978299
tRF-31-86V8WPMN1E8Y0,365.59,226.27,2957.92,325.99,642.06,1371.7,851.09,327.27,506.75,684.42,983.69,505.08,1935.56,1403.0,812.83,6123.63,2289.01,1801.62,871.2,632.66,3854.37,1388.44,1781.06,403.25,0.14695055799169662,0.49321086083103594
tRF-31-87R8WP9I1EWJ0,355.44,215.87,559.91,512.27,181.45,454.05,472.83,292.21,361.25,236.44,496.01,1047.22,576.37,392.66,357.41,529.06,300.58,179.44,202.02,309.6,500.98,233.05,364.75,305.16,-0.11699296535648698,0.5861490600753753
tRF-31-87R8WP9N1EWJ0,224117.88,134511.35,255574.38,155031.9,95569.76,206098.55,239507.56,152638.06,172928.33,152190.14,241665.76,336190.8,392050.38,287832.96,164940.13,267319.7,197168.41,125223.41,137675.03,87724.97,317008.01,184207.29,205742.09,122358.45,0.016220312703181222,0.9400352006966124
tRF-31-897PVP941QKSD,66.01,7.8,5.66,23.29,0.0,33.46,28.02,3.9,30.1,6.22,12.5,13.9,23.82,4.41,28.82,65.15,33.4,21.53,6.31,13.46,37.65,4.92,3.88,10.9,-0.1608616708857387,0.45271322112240087
tRF-31-897PVP9N1QKSD,10.16,10.4,25.45,0.0,27.92,47.79,10.51,0.0,25.09,15.56,25.01,9.27,31.1,11.03,11.53,45.4,15.41,28.71,0.0,0.0,65.16,14.77,23.28,0.0,0.20834274434830458,0.3285906632994695
tRF-31-FP18LPMBQ4NKD,35.54,57.22,31.11,34.93,41.87,66.91,98.07,23.38,120.42,62.22,45.85,143.65,50.29,66.18,74.94,63.17,102.76,57.42,75.76,67.3,108.59,42.67,58.2,54.49,-0.019202836896922537,0.9290341007414502
tRF-31-FSXMSL73VL4YD,147.25,20.81,559.91,34.93,55.83,234.19,63.04,35.07,180.62,84.0,108.37,13.9,175.36,88.24,40.35,807.4,208.09,14.36,50.5,40.38,412.66,123.09,287.14,32.7,0.11851575570763037,0.5812488314112327
tRF-31-K84J83ML5FX2D,20.31,10.4,16.97,46.57,41.87,9.56,17.51,35.07,20.07,21.78,41.68,18.53,13.23,26.47,34.59,13.82,2.57,14.36,12.63,13.46,5.79,11.49,19.4,54.49,0.055905448180835496,0.7952791022636174
tRF-31-KY7343RX6NMHD,35.54,36.41,2.83,46.57,0.0,9.56,45.53,11.69,40.14,37.33,25.01,9.27,32.42,8.82,34.59,19.74,25.69,7.18,12.63,0.0,15.93,39.39,31.04,10.9,0.03446226032929471,0.8729880727313156
tRF-31-M2OSRNLNKSEK0,20.31,5.2,42.42,11.64,41.87,28.68,10.51,7.79,65.23,37.33,12.5,27.8,63.53,26.47,5.76,59.22,38.54,14.36,18.94,13.46,81.08,26.26,23.28,21.8,0.18054965070954895,0.3985235080433081
tRF-31-N3R718YKISQID,40.62,18.21,8.48,46.57,27.92,28.68,10.51,23.38,75.26,31.11,4.17,32.44,5.96,4.41,17.29,35.53,35.97,7.18,44.19,26.92,11.58,32.82,15.52,21.8,-0.1525146937475618,0.47679995232325356
tRF-31-P4R8YP9LON4VD,35142.5,16195.56,33176.2,56978.53,43088.05,50575.92,34982.4,27007.86,48568.05,25357.77,28997.89,106279.16,23284.28,22143.54,27163.35,22603.35,25777.71,18683.74,20801.51,27110.34,35941.76,43737.35,24271.37,39071.44,0.030126179705779313,0.8888653820153938
tRF-31-PER8YP9LON4VD,1934.59,795.86,757.86,1257.39,837.47,2079.05,1639.14,1235.07,2373.21,1779.49,1162.92,2488.31,1027.0,1444.91,968.47,1630.6,1708.41,1292.0,1559.32,2113.37,1343.67,1335.92,1361.99,3509.35,0.21991029005232574,0.3018225294786127
tRF-31-PIR8YP9LON4VD,1452.21,1344.65,1351.71,1641.6,837.47,2308.46,1485.04,1059.74,1871.48,1378.17,1725.62,2298.33,1308.9,1316.97,1337.41,1600.99,1821.45,1227.4,1426.75,2786.42,1704.2,1340.84,1598.69,4119.67,0.3259997492956156,0.12003403611792027
tRF-31-PNR8YO9LON4VD,380.82,299.1,509.01,582.13,293.12,611.77,504.35,249.35,1284.44,317.32,516.85,959.18,328.88,357.37,265.18,410.61,411.05,208.16,404.04,565.36,424.24,339.72,388.03,860.99,0.024409324119601256,0.9098612176262267
tRF-31-PS5P4PW3FJHPB,25.39,10.4,45.25,11.64,13.96,81.25,52.54,15.58,95.33,28.0,50.02,27.8,48.97,52.94,28.82,108.58,23.12,28.71,44.19,13.46,60.81,64.01,42.68,21.8,0.10999529644748732,0.6088923381379183
tRF-31-PSQP4PW3FJI0B,7733.28,4444.87,8192.25,4878.22,5052.76,14290.49,3257.27,3833.78,8549.58,3748.76,13788.27,8604.83,9961.68,7489.27,5349.66,23294.29,8924.83,3273.06,5864.82,4469.03,15469.6,6567.99,7733.47,6571.85,0.0998434398896809,0.6425172155572243
tRF-31-PSQP4PW3FJIKB,10.16,10.4,45.25,23.29,13.96,62.13,10.51,7.79,50.17,12.44,45.85,32.44,39.7,26.47,23.06,78.96,41.1,28.71,25.25,0.0,41.99,13.13,38.8,54.49,0.1355886951089732,0.5275736267664914
tRF-31-PW5SVP9N15WV0,2127.54,1027.34,3777.99,1129.33,1674.95,3780.53,1320.42,759.74,4515.62,917.75,3488.75,1658.87,4178.16,2025.08,1199.06,6812.59,3445.08,782.38,1003.78,1440.32,5318.22,782.84,3554.37,2114.33,0.12289193726039734,0.5672668583624001
tRF-31-R29P4P9L5HLVE,40.62,18.21,39.59,104.78,55.83,19.12,273.19,54.55,30.1,31.11,20.84,37.07,54.92,55.15,167.18,15.79,2.57,7.18,12.63,0.0,18.82,14.77,58.2,10.9,-0.10700698981973189,0.6187145631965602
tRF-31-R9J89O9NF5W8B,86.32,13.0,118.77,69.86,55.83,86.03,73.55,23.38,130.45,12.44,129.21,46.34,83.38,28.68,51.88,278.35,92.49,21.53,0.0,0.0,159.27,21.34,73.73,0.0,-0.04226874526102893,0.8445267672988257
tRF-31-R9JP9PMNH5SYD,40.62,18.21,118.77,23.29,139.58,186.4,59.54,66.23,35.12,24.89,66.69,97.31,50.95,66.18,57.65,185.56,100.19,64.6,6.31,26.92,118.73,54.16,58.2,87.19,0.12165231406542075,0.5712122297020141
tRF-31-RK9P4P9L5HMVE,5.08,20.81,42.42,34.93,27.92,43.01,94.57,15.58,45.16,9.33,20.84,55.6,29.78,92.65,34.59,43.43,17.98,0.0,50.5,26.92,31.85,16.41,34.92,108.99,0.2001793132735914,0.348314791786501
tRF-31-RRJ89O9NF5W8B,10.16,0.0,39.59,58.21,0.0,14.34,24.52,7.79,25.09,6.22,16.67,9.27,29.12,28.68,5.76,75.02,12.85,7.18,12.63,0.0,40.54,14.77,34.92,10.9,0.10561909815436374,0.6232981711200434
tRF-31-XSXMSL73VL4YD,456.99,57.22,1388.47,244.49,265.2,1276.11,259.18,105.2,461.6,332.88,575.21,171.45,631.29,269.13,230.59,2398.52,482.98,136.38,151.51,94.23,1204.67,196.94,1032.16,119.88,0.09826786069171693,0.6477996475921717
tRF-32-389MV47P596V5,91.4,65.02,36.76,174.64,125.62,47.79,63.04,58.44,150.52,43.55,66.69,152.91,11.91,44.12,40.35,78.96,166.99,258.4,101.01,174.99,57.92,91.91,69.85,163.48,-0.04812639504959095,0.8232919552903155
tRF-32-3JVIJMRPFQ5D5,30.47,7.8,2.83,34.93,69.79,19.12,10.51,11.69,20.07,37.33,8.34,13.9,6.62,4.41,23.06,23.69,28.26,7.18,0.0,26.92,7.24,22.98,7.76,21.8,-0.07581083356216416,0.7247808734916306
tRF-32-66XMSL73VL4YK,15.23,0.0,31.11,0.0,0.0,14.34,3.5,0.0,25.09,6.22,16.67,0.0,37.72,15.44,0.0,35.53,38.54,14.36,6.31,0.0,33.3,13.13,15.52,21.8,0.18911807117464047,0.3761288418545832
tRF-32-6978WPRLXN48Q,162.49,189.86,178.15,151.35,125.62,334.56,262.68,237.66,255.89,167.99,141.72,97.31,164.77,260.3,397.77,219.12,277.46,71.78,195.7,430.75,236.01,86.98,302.66,457.74,0.21913471383253424,0.3035737645335664
tRF-32-6SXMSL73VL4YK,18213.58,7186.18,38854.5,15542.77,6881.25,22893.47,12598.29,4020.79,20360.45,10008.09,31102.81,12538.87,37598.82,18238.97,11148.97,59360.95,24595.95,10041.7,11161.48,9301.51,37003.09,8158.29,29913.35,13045.61,0.05593462502977525,0.7951744726953187
tRF-32-79MP909NH57SJ,35.54,54.62,39.59,34.93,13.96,28.68,10.51,35.07,20.07,18.67,29.18,60.24,35.07,48.53,40.35,31.59,28.26,57.42,44.19,40.38,30.41,55.8,19.4,43.59,-0.008116823944112644,0.969973224976236
tRF-32-79MP9P9MH57SJ,233.57,148.25,175.33,139.71,97.71,157.72,206.64,140.26,110.38,112.0,208.41,324.36,172.05,205.16,115.29,90.81,156.71,93.31,189.39,40.38,147.69,241.25,162.97,76.29,-0.00034539682642278913,0.9987219845539028
tRF-32-79MP9P9NH57YJ,55.85,46.82,31.11,116.43,55.83,28.68,56.04,23.38,15.05,24.89,50.02,92.67,54.26,59.56,103.76,47.38,33.4,28.71,50.5,40.38,53.57,41.03,58.2,43.59,-0.04487373868792797,0.8350694170188744
tRF-32-86J8WPMN1E8YN,456.99,171.66,1020.85,430.77,460.61,635.66,532.37,284.42,461.6,354.65,500.18,500.44,925.76,494.14,490.0,1401.61,452.15,157.91,303.03,471.13,1016.44,407.01,593.69,337.86,0.08382712263069894,0.6969573018657137
