Trfs,Ester_24h_CNT_F_T_S29_R1_001.flexbar_q.fastq,Ester_24h_CNT_F_T_S30_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_T_S41_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_T_S42_R1_001.flexbar_q.fastq,Ester_24h_LPS_F_T_S31_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_T_S43_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_T_S44_R1_001.flexbar_q.fastq,Ester_24h_PS_F_T_S32_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_T_S25_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_T_S26_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_T_S37_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_T_S38_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_T_S27_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_T_S28_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_T_S39_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_T_S40_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_T_S33_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_T_S34_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_T_S45_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_T_S46_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_T_S35_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_T_S36_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_T_S47_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_T_S48_R1_001.flexbar_q.fastq,Pearson_correlation,p_values
tRF-16-8Y3DUVD,23.29,69.9,44.86,54.42,25.32,63.16,24.16,23.87,16.34,75.78,56.52,32.46,0.0,0.0,115.07,94.32,64.35,50.66,60.36,95.79,22.05,38.43,118.33,47.19,0.04977081462502936,0.8173516112445214
tRF-16-9N1EWJ0,461.13,873.75,265.08,685.75,172.18,547.38,346.24,463.01,1159.79,328.37,951.35,904.16,819.11,417.26,591.81,1048.58,598.45,804.9,663.97,533.71,224.17,401.33,677.69,1038.1,-0.11933477852639537,0.5786206700211456
tRF-16-I26WRND,2.33,8.74,16.31,21.77,22.79,21.05,4.03,9.55,16.34,15.16,28.26,13.91,26.86,4.49,8.22,0.0,19.3,56.29,22.64,41.05,1.84,4.27,43.03,20.22,-0.03991378576573154,0.8530943873622172
tRF-16-I7L7P50,2.33,17.48,4.08,0.0,2.53,49.12,28.18,19.09,16.34,5.05,18.84,27.82,13.43,22.43,16.44,33.29,25.74,22.51,30.18,47.9,14.7,17.08,21.51,33.7,0.07144618619527374,0.7400759976087017
tRF-16-I958M80,4.66,34.95,12.23,54.42,15.19,14.04,16.1,0.0,0.0,25.26,103.61,18.55,40.28,4.49,16.44,27.74,83.65,95.69,15.09,123.16,0.0,17.08,64.54,20.22,-0.15421371399827793,0.4718449161113325
tRF-16-J81H93E,2.33,0.0,4.08,65.31,5.06,0.0,8.05,0.0,49.01,15.16,28.26,4.64,53.71,0.0,41.1,66.58,115.83,95.69,22.64,68.42,3.67,8.54,43.03,40.45,-0.1510344548312379,0.48113842651600325
tRF-16-JMRPFQD,58.22,69.9,32.63,108.85,27.85,56.14,52.34,90.69,147.02,15.16,103.61,115.92,40.28,40.38,32.88,77.67,77.22,84.43,120.72,13.68,14.7,46.96,96.81,60.67,-0.16536787439985487,0.4399808398775268
tRF-16-K8KDP1B,13.97,192.23,16.31,65.31,17.72,77.19,52.34,47.73,114.35,25.26,84.77,64.91,13.43,40.38,131.51,61.03,12.87,22.51,7.55,88.95,18.37,81.12,43.03,74.15,-0.040340684316556755,0.8515400548730296
tRF-16-K8QJP1B,27.95,87.38,40.78,97.96,27.85,49.12,36.23,47.73,98.01,45.47,141.29,51.0,40.28,40.38,41.1,77.67,64.35,84.43,83.0,41.05,22.05,17.08,0.0,80.89,-0.41349152418557344,0.04459436185402108
tRF-16-KQ3SW1B,2.33,26.21,24.47,21.77,2.53,0.0,12.08,38.19,0.0,10.1,9.42,27.82,40.28,13.46,49.32,33.29,19.3,33.77,7.55,13.68,22.05,4.27,10.76,13.48,-0.20024927430932454,0.3481428432474475
tRF-16-MBQ4NKD,477.43,2953.28,468.99,1839.56,473.5,1431.61,793.13,1007.17,2270.57,767.88,1610.7,1043.26,1409.94,879.39,1298.69,887.69,1879.0,1705.5,1773.1,1286.37,464.88,1169.83,1376.89,1226.84,-0.2017855787473744,0.34437960977735216
tRF-16-ML5F82D,30.28,26.21,8.16,32.65,12.66,70.18,16.1,19.09,49.01,40.41,37.68,18.55,80.57,22.43,0.0,16.64,38.61,33.77,30.18,41.05,5.51,21.35,64.54,53.93,0.08808306714941708,0.6823354572156046
tRF-16-MNH5SYD,20.96,34.95,32.63,54.42,17.72,21.05,20.13,47.73,32.67,20.21,56.52,83.46,40.28,17.95,65.76,88.77,45.04,16.89,113.18,88.95,14.7,64.04,75.3,53.93,0.03809224664783574,0.8597324843585707
tRF-16-NS5J7KE,32.6,113.59,53.02,130.62,27.85,56.14,36.23,33.41,228.69,65.67,131.87,97.37,94.0,58.33,98.63,27.74,308.88,197.0,60.36,198.43,25.72,59.77,43.03,141.56,-0.2416977423377037,0.2551903406618153
tRF-16-PSQP4PE,214.26,760.16,203.91,424.51,281.06,421.06,289.87,443.92,604.4,257.64,546.32,463.67,389.41,201.9,509.61,482.68,752.89,866.82,392.35,198.43,248.06,414.14,527.09,235.93,-0.187451631585177,0.3804266722348084
tRF-16-Q01LQKB,16.3,26.21,12.23,32.65,0.0,14.04,0.0,23.87,65.34,20.21,37.68,32.46,40.28,31.41,24.66,11.1,6.43,45.03,37.73,13.68,11.02,21.35,43.03,47.19,0.08069161299216483,0.7077974712358576
tRF-16-Q2FWQ80,4.66,52.43,28.55,32.65,17.72,91.23,16.1,42.96,49.01,35.36,65.94,41.73,53.71,53.84,57.54,22.19,45.04,33.77,30.18,102.64,7.35,21.35,118.33,33.7,0.014383150618584972,0.9468170354047918
tRF-16-R29P4PE,53.57,279.6,40.78,108.85,22.79,77.19,44.29,66.83,65.34,45.47,131.87,97.37,53.71,53.84,147.95,94.32,102.96,112.57,45.27,34.21,58.8,76.85,53.78,53.93,-0.20232837769211448,0.3430557979661008
tRF-16-RPM830D,1006.1,681.53,318.1,283.01,164.59,456.15,503.26,1112.19,343.04,343.53,348.51,931.98,308.85,403.8,657.56,238.57,450.44,500.95,354.62,472.12,192.93,303.13,290.44,249.41,-0.3370664952794162,0.1072514883570687
tRF-16-RPM830E,125.76,122.33,73.41,32.65,40.51,119.3,44.29,195.71,98.01,40.41,56.52,78.82,53.71,31.41,65.76,66.58,64.35,78.8,45.27,82.11,23.89,55.5,75.3,20.22,-0.2690703547983391,0.20358463933895452
tRF-16-RX6NMHD,13.97,78.64,20.39,21.77,12.66,56.14,12.08,14.32,65.34,25.26,28.26,13.91,26.86,35.89,24.66,55.48,12.87,61.92,52.82,13.68,11.02,21.35,0.0,53.93,-0.21410942338979747,0.31507245112722415
tRF-16-RXSINHE,18.63,34.95,4.08,0.0,10.13,35.09,28.18,14.32,130.68,40.41,0.0,23.18,0.0,13.46,41.1,44.38,19.3,22.51,60.36,20.53,11.02,17.08,64.54,13.48,-0.036512074588224246,0.8654984788724902
tRF-16-S3M830E,253.85,349.5,81.56,174.16,151.93,175.44,241.56,400.96,147.02,121.24,103.61,236.47,214.85,174.98,180.83,188.63,257.4,185.75,203.72,109.48,88.2,247.63,268.92,114.6,-0.048114897291399505,0.8233335236544428
tRF-16-S4113KE,25.62,43.69,24.47,65.31,15.19,63.16,20.13,52.51,16.34,5.05,37.68,37.09,40.28,35.89,32.88,66.58,25.74,33.77,30.18,20.53,1.84,21.35,10.76,40.45,-0.3234626368767757,0.12311442166730104
tRF-16-S45J7KE,58.22,200.96,130.5,141.5,70.9,70.18,56.36,119.33,294.03,90.93,141.29,115.92,120.85,76.27,238.37,72.12,270.27,287.06,203.72,280.54,44.1,55.5,139.84,141.56,-0.3267254819055737,0.11916331445568606
tRF-16-S8V0J80,11.64,17.48,20.39,0.0,5.06,7.02,24.16,9.55,16.34,25.26,0.0,23.18,53.71,17.95,16.44,5.55,19.3,11.26,0.0,20.53,5.51,8.54,43.03,13.48,0.05814920632855868,0.7872429995621453
tRF-16-V4VH7QD,60.55,78.64,40.78,43.54,10.13,14.04,28.18,33.41,32.67,25.26,65.94,32.46,26.86,40.38,41.1,83.22,12.87,28.14,45.27,41.05,14.7,17.08,10.76,80.89,-0.19239329989212745,0.3677635425912158
tRF-16-W3FJHPB,18.63,61.16,44.86,21.77,15.19,77.19,28.18,33.41,81.68,35.36,56.52,64.91,0.0,31.41,57.54,61.03,51.48,39.4,67.91,34.21,16.54,46.96,64.54,47.19,-0.026202252701633715,0.9032695130692319
tRF-16-W3FJIKB,130.42,262.13,114.19,348.32,103.82,266.67,136.89,267.31,277.7,146.5,235.48,241.11,201.42,80.76,295.9,460.49,238.09,394.01,316.9,130.01,82.69,175.05,247.41,303.34,-0.13690497746946334,0.5235354069695185
tRF-16-W9RKM80,2.33,17.48,16.31,32.65,12.66,28.07,8.05,14.32,147.02,40.41,9.42,18.55,174.56,13.46,73.98,49.93,90.09,129.46,15.09,280.54,5.51,17.08,43.03,40.45,-0.21954228576536317,0.3026526944428403
tRF-16-WE6WRND,4.66,26.21,12.23,0.0,5.06,35.09,12.08,28.64,65.34,65.67,47.1,18.55,67.14,31.41,32.88,44.38,64.35,39.4,30.18,54.74,12.86,21.35,86.06,101.11,0.26676631008729074,0.20763242748729205
tRF-16-WK6WRNE,2.33,17.48,0.0,43.54,15.19,0.0,4.03,4.77,0.0,0.0,47.1,18.55,26.86,0.0,65.76,5.55,25.74,33.77,15.09,41.05,0.0,8.54,21.51,0.0,-0.26263679174896803,0.2150222959228334
tRF-16-ZSIJ7KE,20.96,122.33,24.47,87.08,17.72,63.16,40.26,28.64,294.03,30.31,113.03,41.73,67.14,49.35,73.98,33.29,141.57,84.43,15.09,157.37,23.89,72.58,64.54,47.19,-0.18638412583844433,0.3831944985759339
tRF-17-08P2B52,13.97,43.69,12.23,10.88,12.66,42.11,16.1,28.64,0.0,0.0,47.1,37.09,26.86,13.46,0.0,16.64,19.3,33.77,22.64,0.0,11.02,4.27,75.3,26.96,0.21151847943455068,0.32110347858106997
tRF-17-08Q2B52,966.51,3521.22,1113.35,2634.16,703.92,2519.35,1481.58,1479.73,3185.34,1111.41,2863.47,1316.83,1423.37,1180.0,2679.58,1714.35,1608.73,2589.2,2157.9,1300.05,760.71,1105.79,2656.97,2116.64,-0.1298304681658669,0.545410949215937
tRF-17-0RSSX7J,13.97,61.16,8.16,32.65,12.66,49.12,4.03,14.32,49.01,25.26,56.52,18.55,0.0,17.95,82.2,61.03,45.04,50.66,45.27,20.53,12.86,17.08,21.51,47.19,-0.1884230039810204,0.3779180552612197
tRF-17-1SS2P44,30.28,17.48,44.86,21.77,12.66,35.09,20.13,28.64,0.0,0.0,47.1,0.0,53.71,31.41,24.66,11.1,19.3,28.14,22.64,54.74,9.19,42.69,53.78,87.63,0.41643285816907283,0.04294976163216206
tRF-17-3L90Q44,11.64,17.48,12.23,65.31,7.6,0.0,0.0,19.09,0.0,20.21,0.0,9.27,26.86,8.97,24.66,11.1,32.17,33.77,45.27,27.37,9.19,21.35,43.03,13.48,0.022485894790975666,0.9169391184696686
tRF-17-73V2Y8K,53.57,87.38,48.94,97.96,22.79,77.19,56.36,33.41,49.01,40.41,37.68,139.1,80.57,22.43,82.2,155.35,64.35,78.8,90.54,47.9,36.75,34.16,129.08,175.26,0.20078417106053786,0.3468298459055609
tRF-17-863IP52,260.84,699.0,195.75,359.2,220.29,435.1,310.01,467.79,441.05,257.64,555.74,310.66,389.41,224.33,509.61,488.23,482.62,343.35,505.52,239.48,141.49,213.47,774.5,397.71,-0.016882660370745282,0.9375911294279496
tRF-17-8689SV2,6.99,34.95,0.0,76.19,0.0,14.04,8.05,4.77,32.67,15.16,37.68,9.27,53.71,8.97,0.0,22.19,45.04,5.63,15.09,27.37,9.19,17.08,21.51,20.22,-0.12862307774143203,0.5491860419754082
tRF-17-884U1D2,524.01,1843.62,734.08,2046.37,400.07,736.86,539.49,801.92,1502.83,661.79,1770.83,825.34,657.97,439.7,1274.03,793.37,682.1,821.79,1501.48,1067.41,398.73,653.23,2151.39,1300.99,0.05279079177535438,0.8064677583821731
tRF-17-8871K92,1010.75,3084.34,1129.66,3080.44,716.58,2456.19,1566.13,1432.0,2646.28,1288.22,3287.34,1604.3,1450.23,1305.63,2391.89,1714.35,2496.75,1896.87,2188.08,1436.9,602.69,1361.96,2248.21,2325.61,-0.17383178511254205,0.4165911856691628
tRF-17-8R6546J,81.51,183.49,101.96,239.47,78.5,140.35,189.22,181.39,147.02,95.99,150.71,162.28,120.85,170.49,254.81,133.15,154.44,151.97,211.26,123.16,73.5,183.59,247.41,229.19,0.20712045994549683,0.3315001590750011
tRF-17-8R6Q46J,263.17,952.39,281.4,783.72,303.85,666.68,515.33,525.07,735.08,424.36,819.48,417.3,537.12,246.77,526.05,726.8,888.02,675.44,618.7,526.86,253.57,512.33,570.12,910.02,-0.04264934179210031,0.843143690457649
tRF-17-8S68L52,18.63,78.64,32.63,65.31,25.32,49.12,72.47,105.01,147.02,35.36,65.94,92.73,80.57,35.89,123.29,72.12,57.91,67.54,105.63,54.74,33.07,46.96,150.6,134.82,0.2091034873410551,0.32678760853336797
tRF-17-8SPOL52,53.57,166.01,77.49,65.31,37.98,21.05,48.31,81.15,163.35,55.57,84.77,51.0,13.43,31.41,73.98,77.67,70.78,33.77,30.18,27.37,34.91,55.5,107.57,67.41,-0.0012542117919002796,0.9953592675069654
tRF-17-8Y3DUV2,102.47,270.86,81.56,228.58,91.16,245.62,100.65,238.67,147.02,101.04,348.51,162.28,94.0,76.27,189.05,227.47,212.35,185.75,218.81,116.32,67.99,98.2,311.95,114.6,-0.11712695697882516,0.5857171706779327
tRF-17-8Y3HSV2,20.96,87.38,12.23,43.54,10.13,42.11,32.21,23.87,0.0,10.1,28.26,41.73,13.43,8.97,73.98,72.12,77.22,50.66,90.54,20.53,16.54,21.35,43.03,47.19,-0.11033269221365405,0.6077874236845375
tRF-17-9N15WVN,11.64,34.95,4.08,10.88,7.6,14.04,12.08,4.77,16.34,5.05,28.26,41.73,0.0,8.97,24.66,16.64,0.0,0.0,52.82,54.74,12.86,21.35,10.76,0.0,-0.18471172046838408,0.38755368660181577
tRF-17-9N1EWJM,391.26,672.79,334.41,685.75,184.84,519.31,382.47,338.91,833.09,257.64,640.51,500.77,523.69,260.23,526.05,582.55,804.37,675.44,558.34,348.96,203.96,405.6,580.88,990.91,0.03231342438521462,0.8808508425795423
tRF-17-9Q5JK8N,13.97,8.74,32.63,54.42,7.6,28.07,8.05,9.55,16.34,15.16,0.0,69.55,40.28,4.49,32.88,22.19,12.87,61.92,0.0,6.84,12.86,0.0,0.0,53.93,-0.12796673840972914,0.5512432033571488
tRF-17-BS68BFJ,244.54,795.11,261.01,696.64,192.44,540.36,201.3,467.79,849.42,257.64,536.9,380.21,389.41,251.26,460.3,449.39,546.97,478.44,618.7,403.7,148.83,405.6,516.33,404.45,-0.20839724060913184,0.3284613013838389
tRF-17-D9W1X6K,16.3,96.11,8.16,10.88,2.53,70.18,24.16,4.77,81.68,20.21,18.84,18.55,67.14,13.46,32.88,38.84,32.17,16.89,30.18,41.05,18.37,64.04,21.51,6.74,-0.08206130730043563,0.7030552064711397
tRF-17-F8DHXY4,6.99,43.69,4.08,0.0,22.79,35.09,0.0,14.32,65.34,5.05,28.26,0.0,67.14,17.95,16.44,0.0,25.74,22.51,15.09,27.37,1.84,46.96,21.51,13.48,-0.006154448403885182,0.9772305659049387
tRF-17-H7PU4HJ,69.87,218.44,53.02,228.58,65.83,161.41,76.49,138.43,245.03,45.47,235.48,97.37,134.28,40.38,139.73,160.89,141.57,101.32,150.9,123.16,67.99,85.39,204.38,114.6,-0.10472661225716323,0.6262528661161735
tRF-17-H9R8B7J,67.54,253.39,65.25,97.96,103.82,210.53,112.73,128.88,261.36,75.78,150.71,111.28,134.28,53.84,131.51,144.25,96.52,140.72,98.09,164.22,64.31,76.85,118.33,94.37,-0.27751089388969574,0.1892137454917664
tRF-17-HENBRSP,11.64,17.48,8.16,0.0,10.13,0.0,0.0,47.73,49.01,30.31,65.94,23.18,26.86,0.0,24.66,0.0,25.74,73.17,0.0,13.68,7.35,0.0,10.76,20.22,-0.238235276568724,0.2622702994767631
tRF-17-HR0VX6J,165.35,489.3,110.11,391.86,172.18,357.9,346.24,233.89,359.37,156.61,282.58,176.2,322.27,201.9,328.78,349.53,489.05,348.98,316.9,280.54,145.16,234.82,301.2,364.01,-0.12908960221036353,0.5477259612386379
tRF-17-HRF8X7J,18.63,34.95,32.63,43.54,10.13,21.05,12.08,33.41,16.34,20.21,47.1,27.82,26.86,40.38,32.88,38.84,51.48,28.14,22.64,20.53,7.35,25.62,32.27,40.45,-0.13323272478361858,0.5348381698402128
tRF-17-HSQSD2J,39.59,174.75,65.25,228.58,20.26,98.25,88.57,38.19,114.35,50.52,122.45,83.46,13.43,22.43,98.63,72.12,70.78,95.69,67.91,102.64,38.59,72.58,139.84,87.63,-0.02721468130270467,0.8995500276528631
tRF-17-HSRVK7J,107.13,288.34,97.88,195.93,93.69,210.53,181.17,114.56,506.39,101.04,282.58,120.55,107.42,103.19,164.39,194.18,193.05,180.12,173.54,136.85,53.29,93.93,161.35,215.71,-0.21233295241783143,0.3192000957519262
tRF-17-I958M8N,130.42,865.01,342.57,990.53,119.01,456.15,293.9,262.53,1127.12,363.73,659.35,347.75,469.98,314.07,928.81,416.1,1615.17,1159.51,528.16,1204.26,165.37,354.36,602.39,532.53,-0.26805437667210236,0.2053628929653325
tRF-17-KS8WP92,20.96,113.59,28.55,163.27,32.92,49.12,48.31,42.96,65.34,30.31,94.19,37.09,26.86,17.95,98.63,83.22,77.22,67.54,52.82,27.37,42.26,25.62,150.6,60.67,0.07668008765447784,0.7217466776208238
tRF-17-KSP1852,149.05,524.25,89.72,468.05,111.41,308.78,189.22,238.67,375.71,136.4,452.13,199.38,281.99,139.09,263.03,338.43,296.01,258.92,256.53,157.37,102.9,145.16,258.17,208.97,-0.2920413708561562,0.16613345255931466
tRF-17-KSPM852,514.69,1607.7,485.31,1698.05,554.53,1136.87,736.77,1031.04,1143.45,641.59,1638.96,913.43,1007.1,632.62,1290.47,1608.94,1196.9,1153.88,1169.49,786.87,413.43,751.42,1161.75,1092.03,-0.21917820994024206,0.30347538540230257
tRF-17-MBQ4NKJ,132.75,489.3,97.88,337.43,103.82,259.65,100.65,281.63,326.7,121.24,282.58,180.83,281.99,116.65,304.12,332.88,321.75,292.69,279.17,212.11,84.52,157.97,247.41,235.93,-0.2606569433630787,0.21862700078755787
tRF-17-MMUKLYK,16.3,61.16,16.31,32.65,12.66,14.04,32.21,42.96,114.35,60.62,47.1,18.55,53.71,26.92,82.2,38.84,115.83,73.17,67.91,95.79,9.19,38.43,64.54,60.67,-0.1523796472723201,0.4771949360676385
tRF-17-MMUKLYL,9.32,52.43,20.39,10.88,10.13,56.14,48.31,14.32,114.35,70.73,103.61,18.55,67.14,22.43,24.66,11.1,51.48,67.54,30.18,41.05,18.37,25.62,64.54,33.7,-0.1134123494399945,0.5977407874602674
tRF-17-MQ6KM8N,107.13,305.81,138.66,391.86,96.22,203.51,132.86,143.2,490.05,171.76,273.16,139.1,228.28,112.17,410.98,244.11,431.14,461.55,264.08,362.65,66.15,192.13,301.2,249.41,-0.2207530683982805,0.29992665745201136
tRF-17-NBRRX35,6.99,43.69,32.63,97.96,2.53,28.07,36.23,33.41,114.35,5.05,37.68,13.91,94.0,17.95,106.85,61.03,51.48,78.8,98.09,75.27,16.54,34.16,118.33,33.7,-0.05407580258305555,0.8018470688074788
tRF-17-NMEH623,16.3,43.69,0.0,97.96,10.13,70.18,24.16,4.77,65.34,10.1,9.42,23.18,26.86,8.97,0.0,33.29,45.04,39.4,52.82,13.68,7.35,21.35,21.51,20.22,-0.1995772084548509,0.3497967042590886
tRF-17-NS5J7KQ,4.66,52.43,28.55,21.77,2.53,77.19,20.13,9.55,81.68,15.16,103.61,13.91,13.43,13.46,16.44,22.19,77.22,50.66,37.73,109.48,5.51,38.43,53.78,13.48,-0.1584576452008412,0.459584119480549
tRF-17-PSJ9852,9.32,34.95,4.08,43.54,5.06,28.07,0.0,23.87,0.0,20.21,56.52,0.0,67.14,0.0,24.66,22.19,6.43,11.26,15.09,27.37,0.0,12.81,32.27,6.74,-0.1605375018604463,0.4536365620695775
tRF-17-PSQP4P5,74.53,200.96,110.11,152.39,58.24,105.27,48.31,157.52,163.35,80.83,254.32,162.28,67.14,89.73,213.71,160.89,90.09,135.09,105.63,75.27,33.07,136.62,129.08,80.89,-0.2449878339674289,0.24857842913575617
tRF-17-Q2FWQ8M,41.92,192.23,36.7,54.42,27.85,77.19,8.05,28.64,130.68,35.36,122.45,64.91,120.85,26.92,73.98,55.48,90.09,73.17,105.63,88.95,34.91,76.85,64.54,67.41,-0.16760712878284373,0.43372562087255295
tRF-17-R29P4PP,18.63,26.21,12.23,54.42,5.06,35.09,16.1,14.32,0.0,20.21,9.42,23.18,53.71,8.97,57.54,16.64,19.3,45.03,30.18,6.84,12.86,12.81,64.54,20.22,0.06666817462141736,0.7569297635413008
tRF-17-RPFQRD5,6.99,8.74,4.08,10.88,5.06,0.0,0.0,9.55,16.34,10.1,47.1,13.91,0.0,4.49,32.88,22.19,12.87,50.66,0.0,27.37,3.67,12.81,21.51,13.48,-0.08556424360957168,0.6909761990943919
tRF-17-RPM830K,39.59,87.38,4.08,76.19,5.06,14.04,20.13,23.87,32.67,0.0,47.1,74.19,13.43,4.49,82.2,66.58,19.3,28.14,7.55,13.68,5.51,8.54,21.51,33.7,-0.2532524329057047,0.23246487175764308
tRF-17-RX6NMH3,25.62,69.9,44.86,43.54,20.26,14.04,32.21,42.96,32.67,20.21,47.1,64.91,67.14,58.33,49.32,94.32,102.96,56.29,30.18,27.37,22.05,64.04,53.78,101.11,0.15078701702657193,0.4818655930488493
tRF-17-RXSINHQ,25.62,87.38,16.31,87.08,15.19,28.07,24.16,47.73,81.68,25.26,65.94,32.46,80.57,17.95,73.98,27.74,57.91,33.77,45.27,41.05,14.7,29.89,53.78,20.22,-0.2911630757040702,0.16746979683482965
tRF-17-S45J7KQ,9.32,61.16,12.23,43.54,7.6,7.02,4.03,0.0,65.34,30.31,37.68,9.27,40.28,4.49,57.54,16.64,45.04,61.92,15.09,116.32,9.19,21.35,21.51,6.74,-0.3036358579190664,0.1491867206257264
tRF-17-S5S8R6J,18.63,52.43,8.16,43.54,10.13,28.07,16.1,38.19,0.0,15.16,0.0,23.18,26.86,13.46,57.54,5.55,25.74,39.4,22.64,13.68,11.02,46.96,21.51,20.22,0.05044001675427582,0.8149369389988519
tRF-17-S8V0J6L,4.66,34.95,8.16,0.0,0.0,28.07,8.05,23.87,65.34,10.1,18.84,13.91,13.43,8.97,16.44,11.1,6.43,28.14,7.55,0.0,3.67,17.08,0.0,13.48,-0.1826233814354656,0.3930362839465298
tRF-17-S8V0J8L,65.21,157.28,32.63,152.39,43.05,49.12,52.34,85.92,49.01,55.57,131.87,97.37,53.71,26.92,106.85,88.77,64.35,95.69,83.0,130.01,18.37,89.66,129.08,128.08,0.053819121513235896,0.8027695423642094
tRF-17-W3FJHP1,16.3,113.59,32.63,43.54,12.66,56.14,36.23,66.83,49.01,30.31,47.1,41.73,0.0,44.87,106.85,61.03,45.04,56.29,83.0,20.53,11.02,46.96,32.27,53.93,-0.17754791246786805,0.40654177748563947
tRF-17-W3FJIK1,90.83,78.64,89.72,97.96,48.11,105.27,60.39,119.33,65.34,65.67,160.13,171.56,134.28,40.38,123.29,188.63,128.7,78.8,113.18,75.27,34.91,93.93,96.81,188.75,-0.007503181454760782,0.972242401639548
tRF-17-W96KM8N,16.3,139.8,106.03,108.85,25.32,56.14,44.29,52.51,228.69,80.83,150.71,51.0,94.0,89.73,205.49,66.58,321.75,315.21,150.9,506.34,33.07,72.58,172.11,134.82,-0.18140014758172168,0.396267870381948
tRF-17-W9RKM8N,37.26,166.01,93.8,272.12,45.58,84.21,104.68,95.47,277.7,131.35,273.16,69.55,161.14,80.76,238.37,110.96,386.1,382.75,188.63,369.49,34.91,102.47,139.84,128.08,-0.3284998688099005,0.11705382760604562
tRF-17-WS72092,717.31,1695.08,734.08,1382.39,536.81,1101.78,785.08,1126.51,1698.85,661.79,2043.99,899.52,966.82,565.32,1816.52,1276.06,1248.38,1390.29,1433.57,1012.67,470.39,751.42,1452.19,1429.07,-0.1516845817940327,0.4792304939452998
tRF-17-XSXMSLN,2.33,52.43,0.0,21.77,7.6,7.02,12.08,23.87,32.67,10.1,56.52,4.64,13.43,17.95,0.0,16.64,25.74,5.63,45.27,6.84,12.86,12.81,10.76,20.22,-0.12431389725083138,0.5627561724490131
tRF-17-YPSV17J,6.99,17.48,12.23,32.65,5.06,70.18,28.18,4.77,49.01,5.05,18.84,4.64,0.0,13.46,32.88,11.1,51.48,78.8,22.64,34.21,11.02,25.62,10.76,26.96,-0.11484892532633977,0.5930784477001099
tRF-17-YRRHQFJ,48.91,61.16,77.49,65.31,25.32,56.14,60.39,42.96,130.68,30.31,56.52,60.28,161.14,31.41,73.98,77.67,148.0,78.8,45.27,68.42,11.02,64.04,75.3,53.93,-0.23935422656537997,0.2599686458811009
tRF-17-YSQSD2J,116.45,297.08,97.88,283.01,65.83,154.39,92.6,157.52,228.69,65.67,395.61,157.65,161.14,121.14,213.71,249.66,173.74,208.26,196.17,157.37,82.69,132.35,204.38,310.08,-0.03667883810117373,0.8648896449122476
tRF-17-ZSIJ7KQ,9.32,26.21,8.16,76.19,10.13,28.07,20.13,4.77,0.0,5.05,47.1,9.27,0.0,8.97,8.22,27.74,38.61,16.89,15.09,68.42,5.51,0.0,21.51,13.48,-0.23468485841997083,0.26965981999045047
tRF-18-07QSNHD2,13.97,87.38,8.16,97.96,30.39,56.14,16.1,4.77,163.35,5.05,47.1,32.46,67.14,17.95,41.1,44.38,70.78,73.17,120.72,47.9,14.7,46.96,10.76,33.7,-0.2915871035753125,0.1668236955845913
tRF-18-0RSSX7D2,121.1,332.03,122.35,326.55,83.56,189.48,161.04,162.29,294.03,106.09,357.93,185.47,80.57,80.76,501.39,233.02,308.88,309.58,233.9,184.74,82.69,140.89,182.87,249.41,-0.23364172266442987,0.27185589326251497
tRF-18-18Y3E7D8,6.99,26.21,12.23,65.31,5.06,0.0,16.1,28.64,0.0,0.0,18.84,13.91,26.86,4.49,32.88,22.19,25.74,33.77,0.0,20.53,1.84,21.35,43.03,6.74,-0.014656142499902255,0.9458090552995178
tRF-18-18YKISD8,111.79,270.86,77.49,141.5,58.24,126.32,76.49,195.71,245.03,50.52,188.39,366.3,161.14,130.11,205.49,432.75,193.05,146.35,135.81,123.16,71.66,115.28,193.63,222.45,-0.11991378879623492,0.5767658244823854
tRF-18-1SS2P4DX,27.95,78.64,28.55,43.54,37.98,63.16,8.05,90.69,81.68,60.62,141.29,46.37,40.28,31.41,65.76,61.03,57.91,61.92,75.45,54.74,18.37,89.66,107.57,134.82,0.3162261475619684,0.13221519286633646
tRF-18-1SS2PMX,67.54,131.06,44.86,141.5,25.32,105.27,28.18,71.6,196.02,65.67,197.81,102.01,107.42,35.89,57.54,99.87,128.7,135.09,120.72,54.74,18.37,166.51,75.3,148.3,-0.008048909890433747,0.9702243522249976
